Alias,ID,Heading,Expenditure,Language,PoliticalCategory,Year,Amount,EpNote
XX 01 02 11 06,314323366@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15DD2,Further training and management training,exp,,5.2.3X,2012,14 571 117.2
XX 01 02 12 01,314323368@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E52,Missions. conferences and representation expenses,exp,en,5.2.3X,2014,5 797 00
XX 01 02 12 01,314323368@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E52,Missions. conferences and representation expenses,exp,en,5.2.3X,2013,6 328 00
XX 01 02 12 01,314323368@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E52,Missions. conferences and representation expenses,exp,en,5.2.3X,2012,6 541 000.0
XX 01 02 12 02,314323369@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E6F,Further training of staff in delegations,exp,en,5.2.3X,2014,350 00
XX 01 02 12 02,314323369@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E6F,Further training of staff in delegations,exp,en,5.2.3X,2013,500 00
XX 01 02 12 02,314323369@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15E6F,Further training of staff in delegations,exp,en,5.2.3X,2012,522 000.0
XX 01 03 01 03,314323372@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F28,Information and communication technology equipment,exp,en,5.2.3X,2014,54 612 00
XX 01 03 01 03,314323372@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F28,Information and communication technology equipment,exp,en,5.2.3X,2013,54 525 00
XX 01 03 01 03,314323372@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F28,Information and communication technology equipment,exp,en,5.2.3X,2012,67 575 530.3
XX 01 03 01 04,314323373@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F41,Information and communication technology services,exp,en,5.2.3X,2014,63 867 00
XX 01 03 01 04,314323373@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F41,Information and communication technology services,exp,en,5.2.3X,2013,63 545 00
XX 01 03 01 04,314323373@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15F41,Information and communication technology services,exp,en,5.2.3X,2012,68 253 439.5
XX 01 03 02 01,314323375@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FD2,Acquisition. renting and related expenditure,exp,,5.2.3X,2014,45 057 00
XX 01 03 02 01,314323375@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FD2,Acquisition. renting and related expenditure,exp,,5.2.3X,2013,46 908 00
XX 01 03 02 01,314323375@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FD2,Acquisition. renting and related expenditure,exp,,5.2.3X,2012,46 690 000.0
XX 01 03 02 02,314323376@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FEE,Equipment. furniture. supplies and services,exp,en,5.2.3X,2014,8 741 00
XX 01 03 02 02,314323376@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FEE,Equipment. furniture. supplies and services,exp,en,5.2.3X,2013,9 638 00
XX 01 03 02 02,314323376@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N15FEE,Equipment. furniture. supplies and services,exp,en,5.2.3X,2012,9 694 000.0
01,314323381@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1630C,Economic and financial affairs,exp,en,,2014,64
01,314323381@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1630C,Economic and financial affairs,exp,en,,2014,12
01,314323381@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N1630C,Economic and financial affairs,exp,en,,2014,77
01 01 01,314323383@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16351,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2014,64 439 15
01 01 01,314323383@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16351,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2013,63 872 54
01 01 01,314323383@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16351,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2012,54 317 531.7
01 01 02 01,314323385@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16387,External personnel,exp,en,5.2.3X,2014,6 403 75
01 01 02 01,314323385@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16387,External personnel,exp,en,5.2.3X,2013,6 504 36
01 01 02 01,314323385@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16387,External personnel,exp,en,5.2.3X,2012,5 357 733.0
01 01 02 11,314323386@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163AA,Other management expenditure,exp,,5.2.3X,2014,7 766 06
01 01 02 11,314323386@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163AA,Other management expenditure,exp,,5.2.3X,2013,7 805 80
01 01 02 11,314323386@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163AA,Other management expenditure,exp,,5.2.3X,2012,6 589 952.6
01 01 02 11,314323386@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163AA,Other management expenditure,exp,,5.2.3X,2012,6 589 952.61,Balanced expert group
01 01 03 01,314323388@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163DA,Expenditure related to information and communication technology equipment and services. and specific expenditure in the  policy area,exp,en,5.2.3X,2014,4 171 79
01 01 03 01,314323388@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163DA,Expenditure related to information and communication technology equipment and services. and specific expenditure in the  policy area,exp,en,5.2.3X,2013,4 042 09
01 01 03 01,314323388@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163DA,Expenditure related to information and communication technology equipment and services. and specific expenditure in the  policy area,exp,en,5.2.3X,2012,3 980 766.8
01 01 03 04,314323389@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163FB,Expenditure related to specific electronic. telecommunication and information needs,exp,en,5.2.3X,2014,300 00
01 01 03 04,314323389@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163FB,Expenditure related to specific electronic. telecommunication and information needs,exp,en,5.2.3X,2013,300 00
01 01 03 04,314323389@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N163FB,Expenditure related to specific electronic. telecommunication and information needs,exp,en,5.2.3X,2012,402 319.9
01 02 02,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfdb,European Union guarantee for Union borrowings for balance-of-payments support,exp,en,1.1.OTH,2014,p.m
01 02 02,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfdb,European Union guarantee for Union borrowings for balance-of-payments support,exp,en,1.1.OTH,2013,p.m
01 02 02,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfdb,European Union guarantee for Union borrowings for balance-of-payments support,exp,en,1.1.OTH,2012,0.
01 02 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfdM,European Union guarantee for Union borrowings for financial assistance under the European financial stabilisation mechanism,exp,en,1.1.OTH,2014,p.m
01 02 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfdM,European Union guarantee for Union borrowings for financial assistance under the European financial stabilisation mechanism,exp,en,1.1.OTH,2013,p.m
01 02 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfdM,European Union guarantee for Union borrowings for financial assistance under the European financial stabilisation mechanism,exp,en,1.1.OTH,2012,0.
01 02 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfdM,European Union guarantee for Union borrowings for financial assistance under the European financial stabilisation mechanism,exp,en,1.1.OTH,2012,0.
01 03 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfce,European Union guarantee for Union borrowings for macro-financial assistance to third countries,exp,en,4.0.11,2014,p.m
01 03 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfce,European Union guarantee for Union borrowings for macro-financial assistance to third countries,exp,en,4.0.11,2013,p.m
01 03 03,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfce,European Union guarantee for Union borrowings for macro-financial assistance to third countries,exp,en,4.0.11,2012,0.
01 03 04,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfcM,Guarantee for Euratom borrowings to improve the degree of efficiency and safety of nuclear power stations in third countries,exp,en,4.0.11,2014,p.m
01 03 04,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfcM,Guarantee for Euratom borrowings to improve the degree of efficiency and safety of nuclear power stations in third countries,exp,en,4.0.11,2013,p.m
01 03 04,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfcM,Guarantee for Euratom borrowings to improve the degree of efficiency and safety of nuclear power stations in third countries,exp,en,4.0.11,2012,0.
01 03 05,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfbe,European Union guarantee for European Investment Bank loans and loan guarantees for operations in third countries,exp,en,4.0.11,2014,p.m
01 03 05,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfbe,European Union guarantee for European Investment Bank loans and loan guarantees for operations in third countries,exp,en,4.0.11,2013,p.m
01 03 05,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_Nfbe,European Union guarantee for European Investment Bank loans and loan guarantees for operations in third countries,exp,en,4.0.11,2012,0.
01 03 06,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfbM,Provisioning of the Guarantee Fund,exp,,4.0.11,2014,58 432 29
01 03 06,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfbM,Provisioning of the Guarantee Fund,exp,,4.0.11,2013,155 660 00
01 03 06,IDfLbbcIIbOfIcILbbX_NJHdJOfbXHJbadaLMLeIX_NfbM,Provisioning of the Guarantee Fund,exp,,4.0.11,2012,260 170 000.0
01 04 03,IDfLbbcIIbOfIcILbbXNbJHGdMOXHJbadbNHGaMX_Nfdc,Guarantee for Euratom borrowings,exp,en,1.1.OTH,2014,p.m
01 04 03,IDfLbbcIIbOfIcILbbXNbJHGdMOXHJbadbNHGaMX_Nfdc,Guarantee for Euratom borrowings,exp,en,1.1.OTH,2013,p.m
01 04 03,IDfLbbcIIbOfIcILbbXNbJHGdMOXHJbadbNHGaMX_Nfdc,Guarantee for Euratom borrowings,exp,en,1.1.OTH,2012,0.
01 04 03,IDfLbbcIIbOfIcILbbXNbJHGdMOXHJbadbNHGaMX_Nfdc,Guarantee for Euratom borrowings,exp,en,1.1.OTH,2012,0.
01 04 03,IDfLbbcIIbOfIcILbbXNbJHGdMOXHJbadbNHGaMX_Nfdc,Guarantee for Euratom borrowings,exp,en,1.1.OTH,2012,0.
02,314323416@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N169BD,Enterprise and industry,exp,en,,2014,77
02,314323416@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N169BD,Enterprise and industry,exp,en,,2014,16
02,314323416@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N169BD,Enterprise and industry,exp,en,,2014,93
02 01 01,314323418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A02,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2014,65 737 92
02 01 01,314323418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A02,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2013,68 571 36
02 01 01,314323418@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A02,Expenditure related to officials and temporary staff in the  policy area,exp,,5.2.3X,2012,69 418 493.5
02 01 02 01,314323420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A38,External personnel,exp,en,5.2.3X,2014,5 487 19
02 01 02 01,314323420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A38,External personnel,exp,en,5.2.3X,2013,5 724 30
02 01 02 01,314323420@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A38,External personnel,exp,en,5.2.3X,2012,5 696 095.1
02 01 02 11,314323421@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A5B,Other management expenditure,exp,,5.2.3X,2014,4 125 65
02 01 02 11,314323421@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A5B,Other management expenditure,exp,,5.2.3X,2013,4 383 76
02 01 02 11,314323421@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A5B,Other management expenditure,exp,,5.2.3X,2012,4 767 081.5
02 01 02 11,314323421@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A5B,Other management expenditure,exp,,5.2.3X,2012,4 767 081.58,Balanced expert group
02 01 03,314323422@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A7E,Expenditure related to information and communication technology equipment and services of the  policy area,exp,en,5.2.3X,2014,4 255 87
02 01 03,314323422@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A7E,Expenditure related to information and communication technology equipment and services of the  policy area,exp,en,5.2.3X,2013,4 463 54
02 01 03,314323422@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16A7E,Expenditure related to information and communication technology equipment and services of the  policy area,exp,en,5.2.3X,2012,5 231 954.4
02 01 04 01,IDfLbbcIIbOfIcILbbXIeGNLPIOXHJbadeeeGeOX_NfbN,Support expenditure for Competitiveness of enterprises and small and medium-sized enterprises (Cosme),exp,en,1.1.4,2014,3 675 00
02 01 04 01,IDfLbbcIIbOfIcILbbXIeGNLPIOXHJbadeeeGeOX_NfbN,Support expenditure for Competitiveness of enterprises and small and medium-sized enterprises (Cosme),exp,en,1.1.4,2013,2 740 40
02 01 04 01,IDfLbbcIIbOfIcILbbXIeGNLPIOXHJbadeeeGeOX_NfbN,Support expenditure for Competitiveness of enterprises and small and medium-sized enterprises (Cosme),exp,en,1.1.4,2012,3 396 218.4
02 01 04 02,314323425@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16AD3,Support expenditure for standardisation and approximation of legislation,exp,en,1.1.OTH,2014,160 00
02 01 04 02,314323425@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16AD3,Support expenditure for standardisation and approximation of legislation,exp,en,1.1.OTH,2013,160 00
02 01 04 02,314323425@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16AD3,Support expenditure for standardisation and approximation of legislation,exp,en,1.1.OTH,2012,159 807.3
02 01 04 03,IDfLbbcIIbOfIcILbbXaeMecbNXHJbaeGJKNfHX_Nfba,Support expenditure for European satellite navigation programmes,exp,en,1.1.11,2014,3 350 00
02 01 04 03,IDfLbbcIIbOfIcILbbXaeMecbNXHJbaeGJKNfHX_Nfba,Support expenditure for European satellite navigation programmes,exp,en,1.1.11,2013,1 000 00
02 01 04 03,IDfLbbcIIbOfIcILbbXaeMecbNXHJbaeGJKNfHX_Nfba,Support expenditure for European satellite navigation programmes,exp,en,1.1.11,2012,2 299 283.8
02 01 04 03,IDfLbbcIIbOfIcILbbXaeMecbNXHJbaeGJKNfHX_Nfba,Support expenditure for European satellite navigation programmes,exp,en,1.1.11,2012,2 299 283.89,Restore D
02 01 04 04,IDfLbbcIIbOfIcILbbXJfOdcHKdXHJbaeGMabcIX_NfbK,Support expenditure for European Earth observation programme (Copernicus),exp,en,1.1.13,2014,2 500 00
02 01 04 04,IDfLbbcIIbOfIcILbbXJfOdcHKdXHJbaeGMabcIX_NfbK,Support expenditure for European Earth observation programme (Copernicus),exp,en,1.1.13,2013,1 000 00
02 01 04 04,IDfLbbcIIbOfIcILbbXJfOdcHKdXHJbaeGMabcIX_NfbK,Support expenditure for European Earth observation programme (Copernicus),exp,en,1.1.13,2012,999 809.9
02 01 05 01,314323431@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16BDC,Expenditure related to officials and temporary staff implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2014,12 347 43
02 01 05 01,314323431@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16BDC,Expenditure related to officials and temporary staff implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2013,13 144 87
02 01 05 01,314323431@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16BDC,Expenditure related to officials and temporary staff implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2012,11 280 189.0
02 01 05 02,314323432@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C0B,External personnel implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2014,3 637 46
02 01 05 02,314323432@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C0B,External personnel implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2013,3 650 00
02 01 05 02,314323432@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C0B,External personnel implementing research and innovation programmes — Horizon 2020,exp,en,1.1.31,2012,2 909 900.0
02 01 05 03,314323433@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C3A,Other management expenditure for research and innovation programmes — Horizon 2020,exp,en,1.1.31,2014,7 217 31
02 01 05 03,314323433@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C3A,Other management expenditure for research and innovation programmes — Horizon 2020,exp,en,1.1.31,2013,7 409 60
02 01 05 03,314323433@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N16C3A,Other management expenditure for research and innovation programmes — Horizon 2020,exp,en,1.1.31,2012,11 035 315.9
02 01 06 01,IDfLbbcIIbOfIcILbbX_JOaHaLLdXHJbaeGOaPeeX_NfbI,Executive Agency for Small and Medium-sized Enterprises — Contribution from Competitiveness of enterprises and small and medium-sized enterprises (Cosme),exp,,1.1.4,2014,7 025 00
