Alias,ID,Heading,Expenditure,Language,PoliticalCategory,Year,Amount,EpNote
1 0 0,NIV-47483218314141915_47483218314325907@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47950,Salaries. allowances and payments related to salaries,exp,,5.2.81,2014,359 16
1 0 0,NIV-47483218314141915_47483218314325907@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47950,Salaries. allowances and payments related to salaries,exp,,5.2.81,2013,376 90
1 0 0,NIV-47483218314141915_47483218314325907@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47950,Salaries. allowances and payments related to salaries,exp,,5.2.81,2012,354 923.0
1 0 0,NIV-47483218314141915_47483218314325907@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47950,Salaries. allowances and payments related to salaries,exp,,5.2.81,2012,354 923.00,AM Rapp / Restore D
1 0 2,NIV-47483218314141915_47483218314325908@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47978,Temporary allowances,exp,,5.2.81,2014,148 27
1 0 2,NIV-47483218314141915_47483218314325908@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47978,Temporary allowances,exp,,5.2.81,2013,p.m
1 0 2,NIV-47483218314141915_47483218314325908@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47978,Temporary allowances,exp,,5.2.81,2012,0.
1 0 2,NIV-47483218314141915_47483218314325908@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47978,Temporary allowances,exp,,5.2.81,2012,0.—,AM Rapp / Restore D
1 0 3,NIV-47483218314141915_47483218314325909@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47999,Pensions,exp,,5.2.81,2014,99 81
1 0 3,NIV-47483218314141915_47483218314325909@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47999,Pensions,exp,,5.2.81,2013,103 41
1 0 3,NIV-47483218314141915_47483218314325909@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47999,Pensions,exp,,5.2.81,2012,97 825.0
1 0 3,NIV-47483218314141915_47483218314325909@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47999,Pensions,exp,,5.2.81,2012,97 825.00,AM Rapp / Restore D
1 0 4,NIV-47483218314141915_47483218314325910@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479BB,Mission expenses,exp,en,5.2.81,2014,45 00
1 0 4,NIV-47483218314141915_47483218314325910@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479BB,Mission expenses,exp,en,5.2.81,2013,52 00
1 0 4,NIV-47483218314141915_47483218314325910@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479BB,Mission expenses,exp,en,5.2.81,2012,47 356.0
1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,exp,en,5.2.81,2014,1 00
1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,exp,en,5.2.81,2013,1 00
1 0 5,NIV-47483218314141915_47483218314325911@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479DD,Language and data-processing courses,exp,en,5.2.81,2012,0.
1 0 8,NIV-47483218314141915_47483218314325912@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479FA,Allowances and expenses on entering and leaving the service,exp,,5.2.81,2014,p.m
1 0 8,NIV-47483218314141915_47483218314325912@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479FA,Allowances and expenses on entering and leaving the service,exp,,5.2.81,2013,p.m
1 0 8,NIV-47483218314141915_47483218314325912@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N479FA,Allowances and expenses on entering and leaving the service,exp,,5.2.81,2012,0.
1 2 0 0,NIV-47483218314141915_47483218314325915@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A2E,Remuneration and allowances,exp,en,5.2.821,2014,6 509 63
1 2 0 0,NIV-47483218314141915_47483218314325915@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A2E,Remuneration and allowances,exp,en,5.2.821,2013,6 541 28
1 2 0 0,NIV-47483218314141915_47483218314325915@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A2E,Remuneration and allowances,exp,en,5.2.821,2012,6 001 343.0
1 2 0 0,NIV-47483218314141915_47483218314325915@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A2E,Remuneration and allowances,exp,en,5.2.821,2012,6 001 343.00,AM Rapp / Restore D
1 2 0 2,NIV-47483218314141915_47483218314325916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A70,Paid overtime,exp,en,5.2.821,2014,3 00
1 2 0 2,NIV-47483218314141915_47483218314325916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A70,Paid overtime,exp,en,5.2.821,2013,3 00
1 2 0 2,NIV-47483218314141915_47483218314325916@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A70,Paid overtime,exp,en,5.2.821,2012,2 392.0
1 2 0 4,NIV-47483218314141915_47483218314325917@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A93,Entitlements on entering the service. transfer and leaving the service,exp,en,5.2.823,2014,25 00
1 2 0 4,NIV-47483218314141915_47483218314325917@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A93,Entitlements on entering the service. transfer and leaving the service,exp,en,5.2.823,2013,25 00
1 2 0 4,NIV-47483218314141915_47483218314325917@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47A93,Entitlements on entering the service. transfer and leaving the service,exp,en,5.2.823,2012,96 000.0
1 2 2 0,NIV-47483218314141915_47483218314325919@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47AD7,Allowances for staff retired in the interests of the service,exp,en,5.2.821,2014,p.m
1 2 2 0,NIV-47483218314141915_47483218314325919@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47AD7,Allowances for staff retired in the interests of the service,exp,en,5.2.821,2013,p.m
1 2 2 0,NIV-47483218314141915_47483218314325919@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47AD7,Allowances for staff retired in the interests of the service,exp,en,5.2.821,2012,0.
1 2 2 2,NIV-47483218314141915_47483218314325920@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B08,Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff,exp,en,5.2.821,2014,p.m
1 2 2 2,NIV-47483218314141915_47483218314325920@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B08,Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff,exp,en,5.2.821,2013,p.m
1 2 2 2,NIV-47483218314141915_47483218314325920@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B08,Allowances for staff whose service is terminated and special retirement scheme for officials and temporary staff,exp,en,5.2.821,2012,0.
1 4 0 0,NIV-47483218314141915_47483218314325923@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B51,Other staff,exp,en,5.2.822,2014,316 11
1 4 0 0,NIV-47483218314141915_47483218314325923@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B51,Other staff,exp,en,5.2.822,2013,311 77
1 4 0 0,NIV-47483218314141915_47483218314325923@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B51,Other staff,exp,en,5.2.822,2012,217 097.0
1 4 0 0,NIV-47483218314141915_47483218314325923@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N47B51,Other staff,exp,en,5.2.822,2012,217 097.00,AM Rapp / Restore D
