Alias,ID,Heading,Expenditure,Language,PoliticalCategory,Year,Amount,EpNote
1 0 0 0,NIV-47483218314141915_47483218314325550@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44671,Remuneration. allowances and pensions,exp,en,5.2.51,2014,8 687 00
1 0 0 0,NIV-47483218314141915_47483218314325550@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44671,Remuneration. allowances and pensions,exp,en,5.2.51,2013,8 669 99
1 0 0 0,NIV-47483218314141915_47483218314325550@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44671,Remuneration. allowances and pensions,exp,en,5.2.51,2012,8 245 528.5
1 0 0 0,NIV-47483218314141915_47483218314325550@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44671,Remuneration. allowances and pensions,exp,en,5.2.51,2012,8 245 528.58,Figures / Reserve / Restore D
1 0 0 2,NIV-47483218314141915_47483218314325551@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44695,Entitlements on entering and leaving the service,exp,en,5.2.51,2014,557 00
1 0 0 2,NIV-47483218314141915_47483218314325551@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44695,Entitlements on entering and leaving the service,exp,en,5.2.51,2013,224 25
1 0 0 2,NIV-47483218314141915_47483218314325551@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44695,Entitlements on entering and leaving the service,exp,en,5.2.51,2012,390 956.5
1 0 0 2,NIV-47483218314141915_47483218314325551@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N44695,Entitlements on entering and leaving the service,exp,en,5.2.51,2012,390 956.51,AM Rapp / Restore D
1 0 2,NIV-47483218314141915_47483218314325552@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446C8,Temporary allowances,exp,,5.2.51,2014,1 957 00
1 0 2,NIV-47483218314141915_47483218314325552@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446C8,Temporary allowances,exp,,5.2.51,2013,1 736 48
1 0 2,NIV-47483218314141915_47483218314325552@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446C8,Temporary allowances,exp,,5.2.51,2012,1 785 937.5
1 0 2,NIV-47483218314141915_47483218314325552@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446C8,Temporary allowances,exp,,5.2.51,2012,1 785 937.55,AM Rapp / Restore D
1 0 3,NIV-47483218314141915_47483218314325553@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446EB,Pensions,exp,fr,5.2.51,2014,3 584 00
1 0 3,NIV-47483218314141915_47483218314325553@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446EB,Pensions,exp,fr,5.2.51,2013,3 437 56
1 0 3,NIV-47483218314141915_47483218314325553@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446EB,Pensions,exp,fr,5.2.51,2012,2 964 804.4
1 0 3,NIV-47483218314141915_47483218314325553@dd2a8986-adea-456d-b71b-b3c9bb23dabe-N446EB,Pensions,exp,fr,5.2.51,2012,2 964 804.49,AM Rapp / Restore D
